transaction_id,date,timestamp,account_id,fi_type,direction,mode,amount,narration,balance_after,category,sub_category,is_income,is_obligation,is_discretionary,is_recurring
TXN_AARAV_20250620_0063,2025-06-20,2025-06-20T10:55:23+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,234.00,UPI/DE/STARBUCKS/Bangalore coffee,59159.60,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250620_0064,2025-06-20,2025-06-20T14:20:57+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,273.00,UPI/DE/ZOMATO/Bangalore lunch,58886.60,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250620_0065,2025-06-20,2025-06-20T20:34:49+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,2751.00,CARD/DE/TOIT/Bangalore dining,56135.60,eating_out,friday_social,False,False,True,False
TXN_AARAV_20250620_0066,2025-06-20,2025-06-20T20:41:16+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,201.00,UPI/DE/OLA/Bangalore trip,55934.60,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250621_0067,2025-06-21,2025-06-21T11:44:50+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,1436.35,UPI/DE/BLINKIT/Bangalore grocery,54498.25,groceries,weekly_grocery,False,False,False,True
TXN_AARAV_20250621_0068,2025-06-21,2025-06-21T14:40:04+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,5487.80,CARD/DE/H&M/shopping,49010.45,fashion,impulse_shopping,False,False,True,False
TXN_AARAV_20250621_0069,2025-06-21,2025-06-21T22:46:10+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1658.30,CARD/DE/EMPIRE RESTAURANT/Bangalore dining,47352.15,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250622_0070,2025-06-22,2025-06-22T14:49:58+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,491.00,UPI/DE/ZOMATO/Bangalore lunch order,46861.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250622_0071,2025-06-22,2025-06-22T17:18:45+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,436.00,UPI/DE/STARBUCKS/Indiranagar coffee,46425.15,coffee,weekend_coffee,False,False,True,False
TXN_AARAV_20250623_0072,2025-06-23,2025-06-23T08:53:44+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,179.00,UPI/DE/OLA/Bangalore trip,46246.15,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250623_0073,2025-06-23,2025-06-23T12:35:11+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,387.00,UPI/DE/ZOMATO/Bangalore lunch,45859.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250623_0074,2025-06-23,2025-06-23T21:38:13+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,219.00,UPI/DE/OLA/Bangalore trip,45640.15,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250624_0075,2025-06-24,2025-06-24T09:52:36+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,178.00,UPI/DE/RAPIDO/Bangalore trip,45462.15,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250624_0076,2025-06-24,2025-06-24T12:53:06+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,126.00,UPI/DE/STARBUCKS/Bangalore coffee,45336.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250624_0077,2025-06-24,2025-06-24T13:15:16+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,255.00,UPI/DE/SWIGGY/Bangalore lunch,45081.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250624_0078,2025-06-24,2025-06-24T19:58:28+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,666.00,UPI/DE/APOLLO PHARMACY/Bangalore pharmacy,44415.15,pharmacy,medicine,False,False,False,False
TXN_AARAV_20250624_0079,2025-06-24,2025-06-24T21:04:45+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,339.00,UPI/DE/RAPIDO/Bangalore trip,44076.15,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250625_0080,2025-06-25,2025-06-25T09:37:26+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,59.00,CARD/DE/BMRCL METRO/Bangalore fare,44017.15,commute,metro,False,False,False,False
TXN_AARAV_20250625_0081,2025-06-25,2025-06-25T12:55:46+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,186.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,43831.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250625_0082,2025-06-25,2025-06-25T14:07:20+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,347.00,UPI/DE/ZOMATO/Bangalore lunch,43484.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250625_0083,2025-06-25,2025-06-25T16:12:54+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,510.00,UPI/DE/APOLLO PHARMACY/Bangalore pharmacy,42974.15,pharmacy,medicine,False,False,False,False
TXN_AARAV_20250625_0084,2025-06-25,2025-06-25T19:39:58+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,609.00,UPI/DE/SWIGGY/Bangalore dinner order,42365.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250626_0085,2025-06-26,2025-06-26T08:51:54+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,64.00,CARD/DE/BMRCL METRO/Bangalore fare,42301.15,commute,metro,False,False,False,False
TXN_AARAV_20250626_0086,2025-06-26,2025-06-26T10:01:13+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,151.00,UPI/DE/THIRD WAVE COFFEE/Bangalore coffee,42150.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250626_0087,2025-06-26,2025-06-26T12:41:17+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,236.00,UPI/DE/ZOMATO/Bangalore lunch,41914.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250627_0088,2025-06-27,2025-06-27T08:00:43+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,193.00,UPI/DE/UBER/Bangalore trip,41721.15,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250627_0089,2025-06-27,2025-06-27T10:28:54+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,172.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,41549.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250627_0090,2025-06-27,2025-06-27T14:09:19+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,ATM,5000.00,ATM/DE/HDFC ATM BANGALORE/CASH WITHDRAWAL,36549.15,cash_withdrawal,atm,False,False,False,False
TXN_AARAV_20250627_0091,2025-06-27,2025-06-27T14:39:52+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,266.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,36283.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250627_0092,2025-06-27,2025-06-27T20:31:37+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1453.00,CARD/DE/BIERE CLUB/Bangalore dining,34830.15,eating_out,friday_social,False,False,True,False
TXN_AARAV_20250627_0093,2025-06-27,2025-06-27T21:18:45+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,345.00,UPI/DE/UBER/Bangalore trip,34485.15,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250628_0094,2025-06-28,2025-06-28T09:35:01+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,CREDIT,FT,165000.00,FT/CR/ACME TECH SALARY/JUN25,199485.15,salary,monthly_salary,True,False,False,True
TXN_AARAV_20250628_0095,2025-06-28,2025-06-28T16:03:51+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,5642.00,CARD/DE/AMAZON/shopping,193843.15,fashion,impulse_shopping,False,False,True,False
TXN_AARAV_20250628_0096,2025-06-28,2025-06-28T17:07:24+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,448.00,UPI/DE/THIRD WAVE COFFEE/Indiranagar coffee,193395.15,coffee,weekend_coffee,False,False,True,False
TXN_AARAV_20250629_0097,2025-06-29,2025-06-29T13:04:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,416.00,UPI/DE/SWIGGY/Bangalore lunch order,192979.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250629_0098,2025-06-29,2025-06-29T15:23:49+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,324.00,UPI/DE/THIRD WAVE COFFEE/Indiranagar coffee,192655.15,coffee,weekend_coffee,False,False,True,False
TXN_AARAV_20250629_0099,2025-06-29,2025-06-29T16:05:32+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,269.00,UPI/DE/FLIPKART/Bangalore household,192386.15,household,household_items,False,False,True,False
TXN_AARAV_20250629_0100,2025-06-29,2025-06-29T19:30:33+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,8000.00,FT/DE/INTERNAL/GOAL SAVINGS/BALI VACATION,184386.15,goal_allocation,vacation_bali,False,False,False,True
TXN_AARAV_20250629_0101,2025-06-29,2025-06-29T20:13:53+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1025.70,CARD/DE/TOIT/Bangalore dining,183360.45,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250629_0102,2025-06-29,2025-06-29T20:45:06+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,10000.00,FT/DE/INTERNAL/GOAL SAVINGS/EMERGENCY FUND,173360.45,goal_allocation,emergency_fund,False,False,False,True
TXN_AARAV_20250630_0103,2025-06-30,2025-06-30T11:03:06+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,240.00,UPI/DE/THIRD WAVE COFFEE/Bangalore coffee,173120.45,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250630_0104,2025-06-30,2025-06-30T21:40:13+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,6000.00,FT/DE/INTERNAL/GOAL SAVINGS/NEW LAPTOP,167120.45,goal_allocation,laptop,False,False,False,True
TXN_AARAV_20250701_0105,2025-07-01,2025-07-01T09:27:20+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,80.00,CARD/DE/BMRCL METRO/Bangalore fare,167040.45,commute,metro,False,False,False,False
